gene,transcript,protein_change,score,pvalue,qvalue,info
ARID1A,ENST00000324856,.,.,8.0,3.5690740740740748e-06,SAMPLES=466;SNV=413;INDEL=111;STRATIFIED_FDR=1.1921052631578947e-07
PIK3R3,ENST00000262741,.,.,1.0274731821341443,1.0,SAMPLES=42;SNV=41;INDEL=2;STRATIFIED_FDR=1.0
LRRC42,ENST00000371370,.,.,1.0270107731446512,1.0,SAMPLES=36;SNV=34;INDEL=2;STRATIFIED_FDR=1.0
SPO11,ENST00000371263,.,.,1.0266873795470983,1.0,SAMPLES=30;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
HSD17B13,ENST00000328546,.,.,1.0265950255899392,1.0,SAMPLES=23;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
CD2,ENST00000369478,.,.,1.0265026912679367,1.0,SAMPLES=47;SNV=48;INDEL=1;STRATIFIED_FDR=1.0
ZNF658,ENST00000602553,.,.,1.0259952031025854,1.0,SAMPLES=91;SNV=92;INDEL=3;STRATIFIED_FDR=1.0
ATL1,ENST00000358385,.,.,1.0257186411221695,1.0,SAMPLES=35;SNV=35;INDEL=1;STRATIFIED_FDR=1.0
PLIN2,ENST00000276914,.,.,1.0257186411221695,1.0,SAMPLES=24;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
VEGFA,ENST00000372055,.,.,1.0244762870396686,1.0,SAMPLES=23;SNV=25;INDEL=1;STRATIFIED_FDR=1.0
GORASP2,ENST00000234160,.,.,1.0240170562874535,1.0,SAMPLES=26;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
PARP2,ENST00000250416,.,.,1.0220935723628817,1.0,SAMPLES=39;SNV=38;INDEL=1;STRATIFIED_FDR=1.0
RBPJ,ENST00000342295,.,.,1.021271822861508,1.0,SAMPLES=36;SNV=32;INDEL=4;STRATIFIED_FDR=1.0
PPP2R2A,ENST00000315985,.,.,1.0208159663255816,1.0,SAMPLES=40;SNV=38;INDEL=2;STRATIFIED_FDR=1.0
NUP93,ENST00000308159,.,.,1.0208159663255816,1.0,SAMPLES=72;SNV=77;INDEL=0;STRATIFIED_FDR=1.0
TMED7,ENST00000456936,.,.,1.0207704069778447,1.0,SAMPLES=11;SNV=9;INDEL=2;STRATIFIED_FDR=1.0
ABCA12,ENST00000272895,.,.,1.0198602222542459,1.0,SAMPLES=323;SNV=343;INDEL=6;STRATIFIED_FDR=1.0
TICRR,ENST00000268138,.,.,1.0187251672934114,1.0,SAMPLES=135;SNV=141;INDEL=2;STRATIFIED_FDR=1.0
XG,ENST00000419513,.,.,1.0186798267408927,1.0,SAMPLES=17;SNV=16;INDEL=1;STRATIFIED_FDR=1.0
GAL3ST2,ENST00000192314,.,.,1.0164639183970081,1.0,SAMPLES=29;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
TMEM55B,ENST00000398020,.,.,1.015157768594724,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
NOP14,ENST00000416614,.,.,1.014304140310158,1.0,SAMPLES=60;SNV=60;INDEL=3;STRATIFIED_FDR=1.0
RIMS4,ENST00000541604,.,.,1.013407393177789,1.0,SAMPLES=53;SNV=55;INDEL=0;STRATIFIED_FDR=1.0
DFFB,ENST00000378209,.,.,1.0130492121414834,1.0,SAMPLES=27;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
SUN1,ENST00000401592,.,.,1.0126913262688177,1.0,SAMPLES=69;SNV=66;INDEL=6;STRATIFIED_FDR=1.0
FAM110A,ENST00000304189,.,.,1.0126019008629825,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
LPPR3,ENST00000359894,.,.,1.012423105273013,1.0,SAMPLES=37;SNV=36;INDEL=2;STRATIFIED_FDR=1.0
ARF4,ENST00000303436,.,.,1.0123337350737254,1.0,SAMPLES=8;SNV=7;INDEL=1;STRATIFIED_FDR=1.0
WNT11,ENST00000322563,.,.,1.012289056869694,1.0,SAMPLES=36;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
JPH2,ENST00000372980,.,.,1.0118871597316481,1.0,SAMPLES=118;SNV=121;INDEL=0;STRATIFIED_FDR=1.0
KRT26,ENST00000335552,.,.,1.011039929609662,1.0,SAMPLES=52;SNV=53;INDEL=3;STRATIFIED_FDR=1.0
RAPGEF6,ENST00000296859,.,.,1.0090399003178008,1.0,SAMPLES=118;SNV=118;INDEL=4;STRATIFIED_FDR=1.0
CXorf56,ENST00000371594,.,.,1.0087739243075051,1.0,SAMPLES=32;SNV=30;INDEL=2;STRATIFIED_FDR=1.0
HNF1A,ENST00000257555,.,.,1.0084195428256602,1.0,SAMPLES=88;SNV=91;INDEL=3;STRATIFIED_FDR=1.0
DCPS,ENST00000263579,.,.,1.008242460465652,1.0,SAMPLES=26;SNV=26;INDEL=1;STRATIFIED_FDR=1.0
KRT84,ENST00000257951,.,.,1.007800070204415,1.0,SAMPLES=82;SNV=83;INDEL=0;STRATIFIED_FDR=1.0
BTN2A2,ENST00000356709,.,.,1.0077116462029077,1.0,SAMPLES=53;SNV=52;INDEL=1;STRATIFIED_FDR=1.0
LOX,ENST00000231004,.,.,1.0072256357446445,1.0,SAMPLES=31;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
MYO7B,ENST00000428314,.,.,1.0071814799333205,1.0,SAMPLES=286;SNV=305;INDEL=5;STRATIFIED_FDR=1.0
HIC2,ENST00000443632,.,.,1.0070931817766875,1.0,SAMPLES=53;SNV=55;INDEL=1;STRATIFIED_FDR=1.0
DHX15,ENST00000336812,.,.,1.006740168563263,1.0,SAMPLES=59;SNV=56;INDEL=4;STRATIFIED_FDR=1.0
GINS3,ENST00000426538,.,.,1.0066960620805254,1.0,SAMPLES=20;SNV=19;INDEL=1;STRATIFIED_FDR=1.0
PRAMEF5,ENST00000376168,.,.,1.00665196007674,1.0,SAMPLES=3;SNV=3;INDEL=0;STRATIFIED_FDR=1.0
SEPT7,ENST00000399034,.,.,1.0063874420611096,1.0,SAMPLES=20;SNV=19;INDEL=1;STRATIFIED_FDR=1.0
ZC3H14,ENST00000251038,.,.,1.0055068771164877,1.0,SAMPLES=65;SNV=68;INDEL=0;STRATIFIED_FDR=1.0
SETD7,ENST00000274031,.,.,1.0054628957015022,1.0,SAMPLES=23;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
DNAH17-AS1,ENST00000598378,.,.,1.005330978174471,1.0,SAMPLES=6;SNV=6;INDEL=0;STRATIFIED_FDR=1.0
RB1CC1,ENST00000025008,.,.,1.005243055412372,1.0,SAMPLES=149;SNV=153;INDEL=3;STRATIFIED_FDR=1.0
IFT20,ENST00000585089,.,.,1.005243055412372,1.0,SAMPLES=9;SNV=9;INDEL=1;STRATIFIED_FDR=1.0
TMEM133,ENST00000303130,.,.,1.0048476231085466,1.0,SAMPLES=11;SNV=9;INDEL=2;STRATIFIED_FDR=1.0
OCIAD2,ENST00000508632,.,.,1.0031819781204845,1.0,SAMPLES=16;SNV=16;INDEL=1;STRATIFIED_FDR=1.0
NUSAP1,ENST00000559596,.,.,1.0029195645282691,1.0,SAMPLES=26;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
ABCB6,ENST00000265316,.,.,1.0025699262025287,1.0,SAMPLES=74;SNV=76;INDEL=0;STRATIFIED_FDR=1.0
SHROOM3,ENST00000296043,.,.,1.0022205691343962,1.0,SAMPLES=168;SNV=178;INDEL=3;STRATIFIED_FDR=1.0
TIA1,ENST00000433529,.,.,1.0021332737608553,1.0,SAMPLES=28;SNV=27;INDEL=1;STRATIFIED_FDR=1.0
ESYT3,ENST00000389567,.,.,1.0016970599014587,1.0,SAMPLES=74;SNV=77;INDEL=2;STRATIFIED_FDR=1.0
FAM217A,ENST00000274673,.,.,1.0016098696819524,1.0,SAMPLES=44;SNV=41;INDEL=4;STRATIFIED_FDR=1.0
ZNF215,ENST00000278319,.,.,1.0011741809597139,1.0,SAMPLES=78;SNV=76;INDEL=2;STRATIFIED_FDR=1.0
TMEM203,ENST00000343666,.,.,1.0001737525455876,1.0,SAMPLES=12;SNV=12;INDEL=1;STRATIFIED_FDR=1.0
GABRA3,ENST00000370314,.,.,1.0000868675834287,1.0,SAMPLES=102;SNV=103;INDEL=3;STRATIFIED_FDR=1.0
MBD1,ENST00000590208,.,.,0.9997829070277698,1.0,SAMPLES=79;SNV=75;INDEL=6;STRATIFIED_FDR=1.0
OR5AS1,ENST00000313555,.,.,0.999349046370405,1.0,SAMPLES=112;SNV=115;INDEL=1;STRATIFIED_FDR=1.0
ZBTB47,ENST00000232974,.,.,0.9992189726465049,1.0,SAMPLES=37;SNV=41;INDEL=0;STRATIFIED_FDR=1.0
UQCRC1,ENST00000203407,.,.,0.9989589420139064,1.0,SAMPLES=34;SNV=34;INDEL=1;STRATIFIED_FDR=1.0
FBXO21,ENST00000330622,.,.,0.9986990669795819,1.0,SAMPLES=55;SNV=53;INDEL=3;STRATIFIED_FDR=1.0
NME6,ENST00000421967,.,.,0.9986557695883987,1.0,SAMPLES=14;SNV=13;INDEL=1;STRATIFIED_FDR=1.0
GBAS,ENST00000322090,.,.,0.9977907270119852,1.0,SAMPLES=19;SNV=18;INDEL=1;STRATIFIED_FDR=1.0
MAPRE1,ENST00000375571,.,.,0.9976179250672392,1.0,SAMPLES=19;SNV=16;INDEL=3;STRATIFIED_FDR=1.0
SMIM7,ENST00000487416,.,.,0.9975747353220987,1.0,SAMPLES=8;SNV=8;INDEL=1;STRATIFIED_FDR=1.0
VPS29,ENST00000360579,.,.,0.9972293718988063,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
PIBF1,ENST00000326291,.,.,0.9970999313886126,1.0,SAMPLES=57;SNV=55;INDEL=3;STRATIFIED_FDR=1.0
GDF7,ENST00000272224,.,.,0.9961949264349748,1.0,SAMPLES=24;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
THSD4,ENST00000355327,.,.,0.9955066624527261,1.0,SAMPLES=126;SNV=127;INDEL=3;STRATIFIED_FDR=1.0
FAM173B,ENST00000511437,.,.,0.9949911793276328,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
MPZL1,ENST00000359523,.,.,0.9946478635137834,1.0,SAMPLES=31;SNV=30;INDEL=1;STRATIFIED_FDR=1.0
VSX2,ENST00000261980,.,.,0.9946049681132938,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
PDE11A,ENST00000286063,.,.,0.9938763937881456,1.0,SAMPLES=129;SNV=133;INDEL=0;STRATIFIED_FDR=1.0
BICD2,ENST00000356884,.,.,0.9937479486306352,1.0,SAMPLES=67;SNV=71;INDEL=2;STRATIFIED_FDR=1.0
CORO6,ENST00000345068,.,.,0.9934483909133517,1.0,SAMPLES=30;SNV=30;INDEL=1;STRATIFIED_FDR=1.0
LRRC23,ENST00000007969,.,.,0.9928071764429593,1.0,SAMPLES=37;SNV=43;INDEL=2;STRATIFIED_FDR=1.0
NUPR1,ENST00000395641,.,.,0.9925509555022513,1.0,SAMPLES=12;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
ATP6V0B,ENST00000472174,.,.,0.9920389666638171,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
CACNA2D3,ENST00000474759,.,.,0.9916553707473107,1.0,SAMPLES=196;SNV=221;INDEL=1;STRATIFIED_FDR=1.0
ATXN3,ENST00000393287,.,.,0.9909317238077814,1.0,SAMPLES=29;SNV=28;INDEL=1;STRATIFIED_FDR=1.0
CHEK1,ENST00000534070,.,.,0.9908041464804788,1.0,SAMPLES=38;SNV=37;INDEL=1;STRATIFIED_FDR=1.0
ARHGEF16,ENST00000378378,.,.,0.9901243662878398,1.0,SAMPLES=41;SNV=44;INDEL=1;STRATIFIED_FDR=1.0
PAPPA,ENST00000328252,.,.,0.9894880372627862,1.0,SAMPLES=263;SNV=293;INDEL=2;STRATIFIED_FDR=1.0
TMTC3,ENST00000266712,.,.,0.9894456484596778,1.0,SAMPLES=71;SNV=76;INDEL=1;STRATIFIED_FDR=1.0
CHD1L,ENST00000369258,.,.,0.988979644483743,1.0,SAMPLES=61;SNV=60;INDEL=2;STRATIFIED_FDR=1.0
TBKBP1,ENST00000361722,.,.,0.9885564379779253,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
SERP1,ENST00000479209,.,.,0.988344989275222,1.0,SAMPLES=4;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
DUSP12,ENST00000367943,.,.,0.9881759044056919,1.0,SAMPLES=24;SNV=21;INDEL=3;STRATIFIED_FDR=1.0
ERC1,ENST00000397203,.,.,0.9868255901211334,1.0,SAMPLES=93;SNV=91;INDEL=3;STRATIFIED_FDR=1.0
ATP6V1C2,ENST00000272238,.,.,0.9866992131431123,1.0,SAMPLES=46;SNV=45;INDEL=4;STRATIFIED_FDR=1.0
RHAG,ENST00000371175,.,.,0.9864465694583241,1.0,SAMPLES=71;SNV=71;INDEL=2;STRATIFIED_FDR=1.0
DPH3,ENST00000488423,.,.,0.9853114881276623,1.0,SAMPLES=3;SNV=3;INDEL=0;STRATIFIED_FDR=1.0
MATN4,ENST00000537548,.,.,0.9850176914145184,1.0,SAMPLES=101;SNV=103;INDEL=0;STRATIFIED_FDR=1.0
MORF4L1,ENST00000331268,.,.,0.984095622104447,1.0,SAMPLES=30;SNV=28;INDEL=2;STRATIFIED_FDR=1.0
MYH7B,ENST00000262873,.,.,0.9838444880485455,1.0,SAMPLES=193;SNV=198;INDEL=7;STRATIFIED_FDR=1.0
PTPMT1,ENST00000326674,.,.,0.983635320543706,1.0,SAMPLES=12;SNV=11;INDEL=1;STRATIFIED_FDR=1.0
NXNL2,ENST00000375854,.,.,0.9834262537308768,1.0,SAMPLES=20;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
SDC3,ENST00000339394,.,.,0.9826327164464705,1.0,SAMPLES=32;SNV=32;INDEL=1;STRATIFIED_FDR=1.0
SMAD3,ENST00000327367,.,.,0.9824241316089256,1.0,SAMPLES=70;SNV=73;INDEL=1;STRATIFIED_FDR=1.0
ACADS,ENST00000242592,.,.,0.9824241316089256,1.0,SAMPLES=39;SNV=41;INDEL=0;STRATIFIED_FDR=1.0
ASTN2,ENST00000361209,.,.,0.9823824266603265,1.0,SAMPLES=248;SNV=260;INDEL=4;STRATIFIED_FDR=1.0
CALHM2,ENST00000260743,.,.,0.9821322810364943,1.0,SAMPLES=31;SNV=31;INDEL=2;STRATIFIED_FDR=1.0
GATA4,ENST00000335135,.,.,0.9820906041033111,1.0,SAMPLES=35;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
TMEM164,ENST00000372073,.,.,0.9819655972954717,1.0,SAMPLES=30;SNV=31;INDEL=1;STRATIFIED_FDR=1.0
NEUROG3,ENST00000242462,.,.,0.9819239363542049,1.0,SAMPLES=29;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
CCR10,ENST00000332438,.,.,0.9816740545970796,1.0,SAMPLES=23;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
PILRB,ENST00000610247,.,.,0.981632421612155,1.0,SAMPLES=22;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
ERO1L,ENST00000395686,.,.,0.9815491676136439,1.0,SAMPLES=34;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
SPRY2,ENST00000377102,.,.,0.9809252708221012,1.0,SAMPLES=32;SNV=28;INDEL=4;STRATIFIED_FDR=1.0
SHB,ENST00000377707,.,.,0.9809252708221012,1.0,SAMPLES=37;SNV=36;INDEL=2;STRATIFIED_FDR=1.0
OSTC,ENST00000512478,.,.,0.9806344254275126,1.0,SAMPLES=11;SNV=10;INDEL=1;STRATIFIED_FDR=1.0
HSPD1,ENST00000388968,.,.,0.9802607673252947,1.0,SAMPLES=45;SNV=41;INDEL=5;STRATIFIED_FDR=1.0
SPPL3,ENST00000353487,.,.,0.9801777758322268,1.0,SAMPLES=34;SNV=33;INDEL=3;STRATIFIED_FDR=1.0
ANAPC13,ENST00000510994,.,.,0.9801362860321566,1.0,SAMPLES=4;SNV=3;INDEL=1;STRATIFIED_FDR=1.0
SPINK2,ENST00000248701,.,.,0.9797216058880726,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=1.0
ABHD10,ENST00000273359,.,.,0.9796387173522921,1.0,SAMPLES=28;SNV=25;INDEL=3;STRATIFIED_FDR=1.0
TGIF2,ENST00000373874,.,.,0.979514414203449,1.0,SAMPLES=26;SNV=29;INDEL=1;STRATIFIED_FDR=1.0
C2CD5,ENST00000333957,.,.,0.9794315651986374,1.0,SAMPLES=80;SNV=81;INDEL=2;STRATIFIED_FDR=1.0
RBP1,ENST00000232219,.,.,0.9793073213179722,1.0,SAMPLES=20;SNV=19;INDEL=1;STRATIFIED_FDR=1.0
UNC119B,ENST00000344651,.,.,0.9792245118064422,1.0,SAMPLES=16;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
GML,ENST00000220940,.,.,0.9791003271374638,1.0,SAMPLES=30;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
GUCY1A2,ENST00000282249,.,.,0.9790589401376798,1.0,SAMPLES=154;SNV=160;INDEL=3;STRATIFIED_FDR=1.0
H1FOO,ENST00000324382,.,.,0.9785212677424728,1.0,SAMPLES=24;SNV=23;INDEL=1;STRATIFIED_FDR=1.0
LYPLA1,ENST00000316963,.,.,0.9784799358859677,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
LAMTOR3,ENST00000499666,.,.,0.978355963912557,1.0,SAMPLES=3;SNV=3;INDEL=0;STRATIFIED_FDR=1.0
COMP,ENST00000222271,.,.,0.9781081260808909,1.0,SAMPLES=61;SNV=63;INDEL=1;STRATIFIED_FDR=1.0
ATP5L2,ENST00000505920,.,.,0.9777778954922941,1.0,SAMPLES=5;SNV=4;INDEL=1;STRATIFIED_FDR=1.0
ZNF814,ENST00000435989,.,.,0.9777778954922941,1.0,SAMPLES=51;SNV=48;INDEL=4;STRATIFIED_FDR=1.0
SENP3,ENST00000429205,.,.,0.9776541237301197,1.0,SAMPLES=23;SNV=22;INDEL=2;STRATIFIED_FDR=1.0
MIER1,ENST00000401041,.,.,0.9774891495659694,1.0,SAMPLES=33;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
SLC9A9,ENST00000316549,.,.,0.9769946027500653,1.0,SAMPLES=80;SNV=81;INDEL=1;STRATIFIED_FDR=1.0
IZUMO2,ENST00000293405,.,.,0.9765006184519883,1.0,SAMPLES=41;SNV=38;INDEL=3;STRATIFIED_FDR=1.0
ARHGAP22,ENST00000417912,.,.,0.9760071953935292,1.0,SAMPLES=96;SNV=95;INDEL=3;STRATIFIED_FDR=1.0
C6orf226,ENST00000408925,.,.,0.9759661020990951,1.0,SAMPLES=8;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
ARVCF,ENST00000263207,.,.,0.9759250126925737,1.0,SAMPLES=75;SNV=76;INDEL=2;STRATIFIED_FDR=1.0
LCOR,ENST00000371097,.,.,0.975801767793132,1.0,SAMPLES=36;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
ZIC2,ENST00000376335,.,.,0.9753501688205555,1.0,SAMPLES=45;SNV=47;INDEL=0;STRATIFIED_FDR=1.0
RASL11A,ENST00000241463,.,.,0.9744893271474193,1.0,SAMPLES=16;SNV=15;INDEL=1;STRATIFIED_FDR=1.0
TMEM117,ENST00000266534,.,.,0.9742846160986594,1.0,SAMPLES=54;SNV=55;INDEL=0;STRATIFIED_FDR=1.0
ERBB4,ENST00000342788,.,.,0.974243685465586,1.0,SAMPLES=304;SNV=333;INDEL=0;STRATIFIED_FDR=1.0
SSH2,ENST00000269033,.,.,0.9739163791990126,1.0,SAMPLES=111;SNV=114;INDEL=2;STRATIFIED_FDR=1.0
CDKN3,ENST00000335183,.,.,0.9730583720409707,1.0,SAMPLES=14;SNV=14;INDEL=1;STRATIFIED_FDR=1.0
TAF5,ENST00000369839,.,.,0.9729767454112964,1.0,SAMPLES=53;SNV=51;INDEL=2;STRATIFIED_FDR=1.0
IRAK3,ENST00000261233,.,.,0.972691172964454,1.0,SAMPLES=76;SNV=80;INDEL=0;STRATIFIED_FDR=1.0
FTCD,ENST00000291670,.,.,0.9716728015324313,1.0,SAMPLES=46;SNV=46;INDEL=2;STRATIFIED_FDR=1.0
TRAT1,ENST00000295756,.,.,0.9707380041958248,1.0,SAMPLES=54;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
ATP6V0A1,ENST00000264649,.,.,0.9700483579631595,1.0,SAMPLES=68;SNV=69;INDEL=2;STRATIFIED_FDR=1.0
ZBED5,ENST00000432999,.,.,0.9699672950638292,1.0,SAMPLES=16;SNV=15;INDEL=1;STRATIFIED_FDR=1.0
ACOT11,ENST00000371316,.,.,0.9698457290778977,1.0,SAMPLES=58;SNV=57;INDEL=2;STRATIFIED_FDR=1.0
BMS1,ENST00000374518,.,.,0.9697241971107121,1.0,SAMPLES=105;SNV=107;INDEL=2;STRATIFIED_FDR=1.0
CTD-2267D19.3,ENST00000578774,.,.,0.9688340003393411,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
JPH1,ENST00000342232,.,.,0.968631937114227,1.0,SAMPLES=88;SNV=88;INDEL=3;STRATIFIED_FDR=1.0
C1orf167,ENST00000433342,.,.,0.968147368604371,1.0,SAMPLES=18;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
C4orf48,ENST00000409248,.,.,0.9673812391492801,1.0,SAMPLES=2;SNV=2;INDEL=0;STRATIFIED_FDR=1.0
UBE2Q1,ENST00000292211,.,.,0.9668980633361521,1.0,SAMPLES=29;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
REG3G,ENST00000272324,.,.,0.9667371241155214,1.0,SAMPLES=76;SNV=78;INDEL=1;STRATIFIED_FDR=1.0
RFNG,ENST00000310496,.,.,0.9667371241155214,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
ATP8B1,ENST00000536015,.,.,0.9666566768647767,1.0,SAMPLES=81;SNV=83;INDEL=3;STRATIFIED_FDR=1.0
RNF219,ENST00000282003,.,.,0.9665360339225949,1.0,SAMPLES=60;SNV=60;INDEL=0;STRATIFIED_FDR=1.0
PCBP2,ENST00000359462,.,.,0.9657727392294494,1.0,SAMPLES=27;SNV=26;INDEL=2;STRATIFIED_FDR=1.0
ZNF41,ENST00000377065,.,.,0.9654918632208304,1.0,SAMPLES=62;SNV=62;INDEL=1;STRATIFIED_FDR=1.0
EBF4,ENST00000380648,.,.,0.9651710843441632,1.0,SAMPLES=23;SNV=22;INDEL=1;STRATIFIED_FDR=1.0
UBAP2,ENST00000379238,.,.,0.963730504257185,1.0,SAMPLES=73;SNV=72;INDEL=2;STRATIFIED_FDR=1.0
KIF12,ENST00000374118,.,.,0.9635707343733251,1.0,SAMPLES=44;SNV=44;INDEL=1;STRATIFIED_FDR=1.0
IRF1,ENST00000245414,.,.,0.9635308010845375,1.0,SAMPLES=30;SNV=33;INDEL=1;STRATIFIED_FDR=1.0
HSPB3,ENST00000302005,.,.,0.9621752494116581,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
PRSS42,ENST00000429665,.,.,0.9615388038214364,1.0,SAMPLES=23;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
AMBRA1,ENST00000314845,.,.,0.9611017878854675,1.0,SAMPLES=123;SNV=134;INDEL=5;STRATIFIED_FDR=1.0
PNLIPRP3,ENST00000369230,.,.,0.9609826780025881,1.0,SAMPLES=94;SNV=96;INDEL=2;STRATIFIED_FDR=1.0
NAT8,ENST00000272425,.,.,0.9603479764180767,1.0,SAMPLES=33;SNV=33;INDEL=1;STRATIFIED_FDR=1.0
NAMPT,ENST00000222553,.,.,0.9601102022638186,1.0,SAMPLES=29;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
ECE1,ENST00000374893,.,.,0.96007058589144,1.0,SAMPLES=81;SNV=81;INDEL=3;STRATIFIED_FDR=1.0
RP11-934B9.3,ENST00000555591,.,.,0.96007058589144,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
PDX1,ENST00000381033,.,.,0.9584494182823541,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
RBMS2,ENST00000262031,.,.,0.9580549278547362,1.0,SAMPLES=30;SNV=27;INDEL=3;STRATIFIED_FDR=1.0
ATP5H,ENST00000301587,.,.,0.9578578169350438,1.0,SAMPLES=10;SNV=9;INDEL=1;STRATIFIED_FDR=1.0
VAMP1,ENST00000396308,.,.,0.9578578169350438,1.0,SAMPLES=5;SNV=4;INDEL=1;STRATIFIED_FDR=1.0
NCOR1,ENST00000268712,.,.,0.9571096102707557,1.0,SAMPLES=247;SNV=255;INDEL=14;STRATIFIED_FDR=1.0
GAS2L3,ENST00000539410,.,.,0.9570702666568403,1.0,SAMPLES=64;SNV=71;INDEL=1;STRATIFIED_FDR=1.0
LRFN3,ENST00000588831,.,.,0.956598421089119,1.0,SAMPLES=57;SNV=56;INDEL=1;STRATIFIED_FDR=1.0
CHGA,ENST00000216492,.,.,0.9564805397542436,1.0,SAMPLES=34;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
LSP1,ENST00000311604,.,.,0.9554602396075891,1.0,SAMPLES=35;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
CCDC23,ENST00000372521,.,.,0.955381854176115,1.0,SAMPLES=7;SNV=6;INDEL=1;STRATIFIED_FDR=1.0
RFTN2,ENST00000295049,.,.,0.9550684538508399,1.0,SAMPLES=57;SNV=59;INDEL=0;STRATIFIED_FDR=1.0
XKR4,ENST00000327381,.,.,0.954990139094176,1.0,SAMPLES=147;SNV=150;INDEL=5;STRATIFIED_FDR=1.0
CCNJ,ENST00000465148,.,.,0.954950987011039,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
MMS19,ENST00000438925,.,.,0.9549118384571833,1.0,SAMPLES=40;SNV=41;INDEL=1;STRATIFIED_FDR=1.0
MMD2,ENST00000404774,.,.,0.9547944139649435,1.0,SAMPLES=45;SNV=46;INDEL=0;STRATIFIED_FDR=1.0
CXCL5,ENST00000296027,.,.,0.9544814371155073,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
MTCH1,ENST00000373616,.,.,0.9529588965840929,1.0,SAMPLES=19;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
ITGB1BP2,ENST00000373829,.,.,0.9519468268843909,1.0,SAMPLES=30;SNV=29;INDEL=1;STRATIFIED_FDR=1.0
PIAS2,ENST00000585916,.,.,0.9519468268843909,1.0,SAMPLES=44;SNV=43;INDEL=2;STRATIFIED_FDR=1.0
GSE1,ENST00000253458,.,.,0.9517913329758544,1.0,SAMPLES=81;SNV=81;INDEL=5;STRATIFIED_FDR=1.0
CEBPB,ENST00000303004,.,.,0.9517136068938749,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
EFCAB13,ENST00000331493,.,.,0.9517136068938749,1.0,SAMPLES=73;SNV=76;INDEL=1;STRATIFIED_FDR=1.0
TCF7L1,ENST00000282111,.,.,0.950820755354033,1.0,SAMPLES=41;SNV=39;INDEL=2;STRATIFIED_FDR=1.0
IQCF2,ENST00000333127,.,.,0.9505493818684508,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
PSTPIP2,ENST00000409746,.,.,0.9493882694704598,1.0,SAMPLES=20;SNV=22;INDEL=0;STRATIFIED_FDR=1.0
